movieCd,movieNm,movieNmEn,showTm,prdtYear,openDt,prdtStatNm,typeNm,nationNm,genres_1,genres_2,directorNm,directorNmEn,actor1_Nm,actor1_NmEn,watchGradeNm,dist_companyCd,dist_companyNm,dist_companyNmEn
20088370,패신저스,Passengers,92.0,2008.0,20160714,개봉,장편,미국,미스터리,멜로/로맨스,로드리고 가르시아,Rodrigo Garcia,앤 해서웨이,Anne Hathaway,12세이상관람가,20154408.0,THE 픽쳐스,THE PICTURES
20166782,쿨하니까 괜찮아,As Cool As I Am,92.0,2013.0,20160714,개봉,장편,미국,드라마,,맥스 마이어,Max Mayer,클레어 데인즈,Claire Danes,청소년관람불가,20139175.0,(주)무브먼트 픽쳐스,
20165401,아이 인 더 스카이,EYE IN THE SKY,101.0,2015.0,20160714,개봉,장편,영국,전쟁,스릴러,개빈 후드,Gavin Hood,헬렌 미렌,Helen Mirren,12세이상관람가,20100285.0,판씨네마(주),Pancinema Corp.
20166281,셜록: 죽음의 덫,Sherlock,93.0,2002.0,20160714,개봉,장편,영국,범죄,스릴러,그레이엄 데이크스튼,Graham Theakston,제임스 다시,James D'Arcy,15세이상관람가,20139220.0,(주)시네마리퍼블릭,
20150468,말로니의 두 번째 이야기,Standing Tall,118.0,2015.0,20160714,개봉,장편,프랑스,드라마,,엠마누엘 베르코,Emmanuelle Bercot,까뜨린느 드뇌브,Catherine Deneuve,15세이상관람가,20141250.0,(주)우성엔터테인먼트,"Woo Sung Entertainment, Inc."
20163961,데몰리션,Demolition,100.0,2016.0,20160713,개봉,장편,미국,드라마,,장 마크 발레,Jean-Marc Vallee,제이크 질렌할,Jake Gyllenhaal,청소년관람불가,20139617.0,(주)리틀빅픽쳐스,Little Big Pictures
20162572,더 웨이브,THE WAVE,104.0,2015.0,20160713,개봉,장편,노르웨이,액션,드라마,로아 우타우,Roar Uthaug,크리스토퍼 조너,Kristoffer Joner,12세이상관람가,20122837.0,(주)팝엔터테인먼트,Pop Entertainment
20166651,유리코의 아로마,Yuriko's Aroma,74.0,2010.0,20160711,개봉,장편,일본,멜로/로맨스,,요시다 코타,Kota Yoshida,에구치 노리코,Noriko Eguchi,청소년관람불가,20141403.0,(주)제이에이와이이엔터테인먼트,
20166682,워하우스: 죽음의 표식,Warhouse,79.0,2013.0,20160708,개봉,장편,영국,스릴러,공포(호러),루크 마세이,Luke Massey,조셉 모건,Joseph Morgan,15세이상관람가,20123227.0,(주)나우콘텐츠,Now Contents
20165701,어린여자 : 맛있는 관음,,80.0,2016.0,20160708,개봉,장편,한국,멜로/로맨스,,이민환,,,,청소년관람불가,20063099.0,(주)케이알씨지,KRCG
20155388,초인,Overman,101.0,2015.0,20160505,개봉,장편,한국,멜로/로맨스,,서은영,SEO Eun-young,채서진,CHAE Seo-jin,12세이상관람가,20114894.0,(주)대명문화공장,"Daemyung Culture Factory Co., Ltd."
20166581,컨파인스,The Confines,87.0,2015.0,20160707,개봉,장편,미국,스릴러,,이탄 락커웨이,Eytan Rockaway,제이슨 패트릭,Jason Patric,15세이상관람가,20138975.0,모비딕엔터테인먼트(주),
20166262,특수부대 사이보그 솔저,Universal Soldiers,85.0,2007.0,20160707,개봉,장편,미국,액션,SF,그리프 퍼스트,Griff Furst,크리스틴 퀸트롤,Kristen Quintrall,청소년관람불가,20063099.0,(주)케이알씨지,KRCG
20166071,터미너스: 인류 멸망의 시작,Terminus,93.0,2015.0,20160706,개봉,장편,미국,액션,SF,마크 퓌르미,Marc Furmie,제이 코트래,Jai Koutrae,15세이상관람가,20062868.0,(주)도키엔터테인먼트,
20164961,미친개들,Rabid Dogs,93.0,2015.0,20160707,개봉,장편,캐나다,액션,드라마,에릭 하네조,Eric Hannezo,귀욤 고익스,Guillaume Gouix,청소년관람불가,20158370.0,(주)디스테이션,
20164303,나만의 승진 테크닉,,75.0,2016.0,20160707,개봉,장편,한국,멜로/로맨스,,강백호,KANG Beak-ho,,,청소년관람불가,20126395.0,노바엔터테인먼트 ,
20165041,나이스 가이즈,The Nice Guys,115.0,2016.0,20160706,개봉,장편,미국,범죄,미스터리,쉐인 블랙,Shane Black,러셀 크로우,Russell Crowe,청소년관람불가,20141469.0,메가박스중앙(주)플러스엠,Megabox Plus M
20166321,아내의 엄마: 데릴 사위,New Family Member,61.0,2014.0,20160705,개봉,장편,일본,멜로/로맨스,,칸바라 이쿠토,Ikuto Kanbara,엔도 시호리,Shihori Endo,청소년관람불가,20112175.0,(주)소나무픽쳐스,Sonamu Pictures
20163121,이웃동서,,81.0,2016.0,20160516,개봉,장편,한국,멜로/로맨스,,기대호,,이은미,LEE Eun-mi,청소년관람불가,20160541.0,전망 PRODUCTION ,
20161662,P.S. 걸,P.S. Girls,91.0,2015.0,20160204,개봉,장편,한국,스릴러,멜로/로맨스,원석호,,권민,KWON Min,청소년관람불가,20160541.0,전망 PRODUCTION ,
20165501,미저리 고스트,Clinger,80.0,2015.0,20160630,개봉,장편,미국,공포(호러),코미디,마이클 스티브,Michael Steves,빈센트 마텔라,Vincent Martella,청소년관람불가,20157008.0,(주)픽쳐레스크,
20164461,셀,Cell,97.0,2016.0,20160629,개봉,장편,미국,공포(호러),SF,토드 윌리엄스,Tod Williams,오웬 티그,Owen Teague,청소년관람불가,20143338.0,(주)드림팩트엔터테인먼트,Dreamfact entertainment
20165662,하고 싶은 날,,75.0,2016.0,20160628,개봉,장편,한국,멜로/로맨스,,장정관,,,,청소년관람불가,20141928.0,(주)푸른별 엔터테인먼트,
20165770,카미노,Camino,104.0,2015.0,20160622,개봉,장편,미국,액션,어드벤처,조쉬 C. 월러,Josh C. Waller,조 벨,Zoe Bell,청소년관람불가,20155351.0,(주)블루브릭,
20164281,여자전쟁: 비열한 거래,,109.0,2016.0,20160616,개봉,장편,한국,드라마,,노진수,NO Zin-soo,김선영,KIM Sun-young,청소년관람불가,20139196.0,TCO(주)더콘텐츠온,THE CONTENTS ON
20163323,애마부인 2016,,88.0,2016.0,20160614,개봉,장편,한국,멜로/로맨스,,김미연,,,,청소년관람불가,20137595.0,드림로드,
20165441,나도 때론 포르노그라피의 주인공이고 싶다 : 감독판,WET DREAM,89.0,2015.0,20160613,개봉,장편,한국,멜로/로맨스,,장성수,,,,청소년관람불가,20143338.0,(주)드림팩트엔터테인먼트,Dreamfact entertainment
20131521,소년 이야기,Boy Story,83.0,2013.0,20160609,개봉,장편,한국,드라마,,변주현,BYEON Ju-hyeon,신지환,SHIN Ji-hwan,청소년관람불가,20154408.0,THE 픽쳐스,THE PICTURES
20162801,리틀 데스,The Little Death,96.0,2014.0,20160602,개봉,장편,호주,코미디,,조쉬 로슨,Josh Lawson,보자나 노바코빅,Bojana Novakovic,청소년관람불가,20130162.0,(유)영화사 화수분,"Hwasuboon Film Co., Ltd"
20162581,"연애의 발동 : 상해 여자, 부산 남자",Bad Sister,108.0,2014.0,20160602,개봉,장편,중국,멜로/로맨스,코미디,김태균,KIM Tae-kyun,지진희,JI Jin-hee,12세이상관람가,20063099.0,(주)케이알씨지,KRCG
20164581,에코 이펙트,Chain of Command,87.0,2015.0,20160601,개봉,장편,미국,액션,스릴러,케빈 카러웨이,Kevin Carraway,마이클 제이 화이트,Michael Jai White,청소년관람불가,20155351.0,(주)블루브릭,
20164762,엄마 친구: 사랑하고 싶은 여자,Tonarino Miboujin-Endou Shihori,54.0,2009.0,20160601,개봉,장편,일본,멜로/로맨스,드라마,카에데,Kaede,엔도 시호리,Shihori Endo,청소년관람불가,20114899.0,(주)영진크리에이티브,
20165282,가라데 파이터,Pitfighter,91.0,2013.0,20160701,개봉,장편,미국,액션,드라마,호세 몬테시노스,Jose Montesinos,마르코 안토니오 알바레즈,Marco Antonio Alvarez,15세이상관람가,20063099.0,(주)케이알씨지,KRCG
20166063,형수의 젖은 오후,Sister's secret,60.0,2015.0,20160701,개봉,장편,일본,멜로/로맨스,,타케호라 테츠야,Tetsuya Takehora,미야무라 렌,Ren Miyamura,청소년관람불가,20062868.0,(주)도키엔터테인먼트,
20166061,모텔아가씨-녹는 육체,Young woman at the Hotel,60.0,2015.0,20160701,개봉,장편,일본,멜로/로맨스,,이케지마 유타카,Yutaka Ikejima,수오 유키코,Yukiko Suou,청소년관람불가,20062868.0,(주)도키엔터테인먼트,
20166062,거유이발소-어서오세요,Big Breast Hairshop,61.0,2015.0,20160701,개봉,장편,일본,멜로/로맨스,,시미즈 다이케이,Daikei Shimizu,나카이 치하루,Chiharu Nakai,청소년관람불가,20062868.0,(주)도키엔터테인먼트,
20143509,엽기적인 그녀 2,My New Sassy Girl,99.0,2015.0,20160512,개봉,장편,한국,멜로/로맨스,코미디,조근식,JOH Keun-shik,차태현,CHA Tae-hyun,15세이상관람가,20139617.0,(주)리틀빅픽쳐스,Little Big Pictures
20165422,히 네버 다이: 뱀파이어의 전설,He Never Died,97.0,2015.0,20160629,개봉,장편,미국,액션,공포(호러),제이슨 크라브지크,Jason Krawczyk,헨리 롤린스,Henry Rollins,청소년관람불가,20062868.0,(주)도키엔터테인먼트,
20144171,헝그리 하트,Hungry Hearts,112.0,2014.0,20160630,개봉,장편,이탈리아,드라마,스릴러,사베리오 코스탄조,Saverio Costanzo,아담 드라이버,Adam Driver,15세이상관람가,20061718.0,찬란,Challan Film
20165141,키즈모노가타리 I : 철혈편,Kizu Monogatari Tekketsuhen,64.0,2016.0,20160630,개봉,장편,일본,애니메이션,드라마,신보 아키유키,Akiyuki Shinbo,카미야 히로시,Hiroshi Kamiya,15세이상관람가,2013216.0,(주)박수엔터테인먼트,Boxoo Entertainment  
20165783,친구의 애인,Ryoudonarinomiboujin kawakamiyu,73.0,2010.0,20160630,개봉,장편,일본,멜로/로맨스,드라마,사카모토 후토시,Futoshi Sakamoto,,,청소년관람불가,20114899.0,(주)영진크리에이티브,
20165042,빅뱅 메이드,BIGBANG MADE,114.0,2016.0,20160630,개봉,장편,한국,다큐멘터리,,변진호,,권지용,G-dragon,12세이상관람가,20063188.0,씨제이 씨지브이(CJ CGV)(주),CJ CGV
20162241,마일드 앤 러블리,Thou Wast Mild and Lovely,77.0,2014.0,20160630,개봉,장편,미국,멜로/로맨스,스릴러,조세핀 데커,Josephine Decker,조 스완버그,Joe Swanberg,청소년관람불가,20100842.0,알토미디어(주),
20165782,내 남자친구의 여자,Tonarinomiboujin takasakahonami kitaharanatumi,63.0,2009.0,20160630,개봉,장편,일본,멜로/로맨스,드라마,사카모토 후토시,Futoshi Sakamoto,,,청소년관람불가,20114899.0,(주)영진크리에이티브,
20165781,교환:남자친구,danchizuma minamiharakaori,53.0,2007.0,20160630,개봉,장편,일본,멜로/로맨스,드라마,사카모토 후토시,Futoshi Sakamoto,,,청소년관람불가,20114899.0,(주)영진크리에이티브,
20155390,양치기들,The Boys Who Cried Wolf,79.0,2015.0,20160602,개봉,장편,한국,드라마,범죄,김진황,KIM Jin-hwang,박종환,PARK Jong-hwan,청소년관람불가,20102327.0,CGV아트하우스,CGV ARTHOUSE
20163661,레전드 오브 타잔,The Legend of Tarzan,109.0,2016.0,20160629,개봉,장편,미국,액션,어드벤처,데이빗 예이츠,David Yates,알렉산더 스카스가드,Alexander Skarsgard,12세이상관람가,20100043.0,워너브러더스 코리아(주),Warner Bros. Korea
20150782,인디펜던스 데이 : 리써전스,Independence Day: Resurgence,119.0,2016.0,20160622,개봉,장편,미국,액션,어드벤처,롤랜드 에머리히,Roland Emmerich,빌 풀만,Bill Pullman,12세이상관람가,20100041.0,이십세기폭스코리아(주),20th Century Fox Korea
20165427,친구엄마: 은밀한 유혹,Musuko ga rusutyuu ni tazunetekitatomodati ni yokujyousuruhaha,61.0,2011.0,20160616,개봉,장편,일본,멜로/로맨스,드라마,네지메 지로,Jiro Nejime,콘노 미카,Mika Konno,청소년관람불가,20114899.0,(주)영진크리에이티브,
20162298,친구 아내: 절친 부부의 초대장,Stress & Frustration,66.0,2012.0,20160628,개봉,장편,일본,멜로/로맨스,,사카모토 후토시,Futoshi Sakamoto,하즈키 나호,Naho Hazuki,청소년관람불가,20112175.0,(주)소나무픽쳐스,Sonamu Pictures
20152782,"날, 보러와요",INSANE,90.0,2015.0,20160407,개봉,장편,한국,미스터리,스릴러,이철하,LEE Cheol-ha,강예원,KANG Ye-won,청소년관람불가,20141469.0,메가박스중앙(주)플러스엠,Megabox Plus M
20159645,특별수사: 사형수의 편지,Proof of Innocence,120.0,2015.0,20160616,개봉,장편,한국,범죄,드라마,권종관,KWON Jong-kwan,김명민,KIM Myung-min,15세이상관람가,20100932.0,(주)넥스트엔터테인먼트월드(NEW),Next Entertainment World
20149654,하우스바운드,Housebound,106.0,2014.0,20160623,개봉,장편,뉴질랜드,코미디,공포(호러),제라드 존스톤,Gerard Johnstone,모가나 오렐리,Morgana O'Reilly,청소년관람불가,20155508.0,(주)에이원엔터테인먼트,
20165801,젊은엄마 : 디 오리지널,,84.0,2016.0,20160623,개봉,장편,한국,멜로/로맨스,,정도수,,,,청소년관람불가,20123221.0,골든타이드픽처스(주),Golden Tide Pictures
20164803,스포찬 배틀 요괴 대결전,Spochan-Anime The Movie : Youkai Spochan Battle,70.0,2014.0,20160623,개봉,장편,일본,애니메이션,,쿠보 히로시,,,,전체관람가,20125035.0,(주)머스트씨무비릴리징컴퍼니,
20156251,나이트라이트,Nightlight,83.0,2015.0,20160623,개봉,장편,미국,공포(호러),스릴러,스콧 벡,Scott Beck,셸비 영,Shelby Young,청소년관람불가,20141648.0,(주)올스타엔터테인먼트,
20165101,내 아내의 엄마: 사위와 사랑에 빠지다,Indulging Their Passions,57.0,2015.0,20160621,개봉,장편,일본,멜로/로맨스,,칸바라 이쿠토,Ikuto Kanbara,,,청소년관람불가,20112175.0,(주)소나무픽쳐스,Sonamu Pictures
20162585,프랑코포니아,Francofonia,87.0,2015.0,20160616,개봉,장편,네덜란드,드라마,,알렉산더 소쿠로프,Aleksandr Sokurov,루이-도 드 렝퀘셍,Louis-Do de Lencquesaing,12세이상관람가,20157108.0,(주)영화사 안다미로,Andamiro films
20155748,행복까지 30일,The Crow's Egg,90.0,2015.0,20160609,개봉,장편,인도,드라마,,M. 마니칸단,M. Manikandan,아이시와리아 라제시,Aishwarya Rajesh,전체관람가,20100829.0,예지림엔터테인먼트,
20164387,미스터 라잇,MR. RIGHT,95.0,2015.0,20160616,개봉,장편,미국,액션,코미디,파코 카베자스,Paco Cabezas,안나 켄드릭,Anna Kendrick,청소년관람불가,20100634.0,(주)누리픽쳐스,NOORI PICTURES
20164158,꼬마기사 트랭크,"Trenk, the Little Knight",80.0,2015.0,20160616,개봉,장편,독일,애니메이션,,안소니 파워,Anthony Power,,,전체관람가,20158370.0,(주)디스테이션,
20150385,닌자터틀 : 어둠의 히어로,Teenage Mutant Ninja Turtles : Out Of The Shadow,112.0,2016.0,20160616,개봉,장편,미국,액션,어드벤처,데이브 그린,Dave Green,메간 폭스,Megan Fox,12세이상관람가,20100520.0,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd"
20158150,워크래프트: 전쟁의 서막,Warcraft,122.0,2016.0,20160609,개봉,장편,미국,액션,어드벤처,던칸 존스,Duncan Jones,트래비스 핌멜,Travis Fimmel,12세이상관람가,20100603.0,유니버설픽쳐스인터내셔널 코리아(유),Universal Pictures International Korea
20157441,멜리스,Malice,95.0,2015.0,20160211,개봉,장편,한국,공포(호러),스릴러,김용운,KIM Yong-Woon,홍수아,HONG Soo-ah,15세이상관람가,20143338.0,(주)드림팩트엔터테인먼트,Dreamfact entertainment
20165784,악령의 집,House of Bodies,78.0,2014.0,20160617,개봉,장편,미국,스릴러,범죄,알렉스 머킨,Alex Merkin,피터 폰다,Peter Fonda,청소년관람불가,20123227.0,(주)나우콘텐츠,Now Contents
20165542,아즈마 린의 전기고문실,Girls Jail cell prison,64.0,2015.0,20160617,개봉,장편,일본,멜로/로맨스,드라마,오쿠 와타루,Wataru Oku,아즈마 린,Rin Azuma,청소년관람불가,20114899.0,(주)영진크리에이티브,
20165182,여배우의 이중생활,4:48,83.0,2014.0,20160609,개봉,장편,프랑스,멜로/로맨스,드라마,재키 카투,JACKY KATU,오렐리 우그나데,Aurelie Houguenade,청소년관람불가,20111613.0,주식회사 풍경소리,PoongKyung SoRi Inc.
20164541,타부-새누나,TABOO-NEW SISTER,78.0,2016.0,20160616,개봉,장편,한국,멜로/로맨스,스릴러,이슬,,,,청소년관람불가,20153894.0,(주)콘텐츠윙,"CONTENTSWING Co.,Ltd"
20165424,정사: 착한 엄마와 딸,Hakoni Okasareta kateikyoushi Kirioka Satsuki,52.0,2011.0,20160616,개봉,장편,일본,멜로/로맨스,드라마,카에데,Kaede,키리오카 사츠키,Satsuki Kirioka,청소년관람불가,20114899.0,(주)영진크리에이티브,
20163246,저스트 짐,Just Jim,84.0,2015.0,20160616,개봉,장편,영국,코미디,드라마,크레이그 로버츠,Craig Roberts,에밀 허쉬,Emile Hirsch,청소년관람불가,20154408.0,THE 픽쳐스,THE PICTURES
20165426,외출: 외로운 여자들,Furasutoresyonn rabu Miyuki no baai,54.0,2012.0,20160616,개봉,장편,일본,멜로/로맨스,드라마,네지메 지로,Jiro Nejime,타나카 카오리,Kaori Tanaka,청소년관람불가,20114899.0,(주)영진크리에이티브,
20164741,동호회의 목적,,117.0,2016.0,20160616,개봉,장편,한국,멜로/로맨스,,조경훈,,,,청소년관람불가,20154628.0,(주)영화사 사계절,
20165425,누나 친구: 화려한 외출,Nozokiana-Hitozuma no Himitsu,51.0,2009.0,20160616,개봉,장편,일본,멜로/로맨스,드라마,카에데,Kaede,미사키 레이,Rei Misaki,청소년관람불가,20114899.0,(주)영진크리에이티브,
20165428,인썸니악: 사라진기억,The Insomniac,94.0,2013.0,20160614,개봉,장편,미국,범죄,미스터리,몬티 미란다,Monty Miranda,대니 트레조,Danny Trejo,청소년관람불가,20100355.0,주식회사 루믹스미디어,Lumixmedia Inc.
20162941,컨저링 2,The Conjuring 2,131.0,2016.0,20160609,개봉,장편,미국,공포(호러),,제임스 완,James Wan,베라 파미가,Vera Farmiga,15세이상관람가,20100043.0,워너브러더스 코리아(주),Warner Bros. Korea
20163164,본 투 비 블루,Born to Be Blue,97.0,2015.0,20160609,개봉,장편,미국,드라마,,로버트 뷔드로,Robert Budreau,에단 호크,Ethan Hawke,청소년관람불가,20123058.0,그린나래미디어(주),GREEN NARAE MEDIA
20153182,썸니아,Before I Wake,96.0,2015.0,20160525,개봉,장편,미국,판타지,공포(호러),마이크 플래너건,Mike Flanagan,케이트 보스워스,Kate Bosworth,15세이상관람가,2013216.0,(주)박수엔터테인먼트,Boxoo Entertainment  
20155335,두 개의 연애,"Two Rooms, Two Nights",110.0,2015.0,20160414,개봉,장편,한국,멜로/로맨스,,조성규,CHO Sung-kyu,김재욱,KIM Jae-uck,15세이상관람가,20143338.0,(주)드림팩트엔터테인먼트,Dreamfact entertainment
20130785,애비,Twisted Daddy,103.0,2013.0,20160512,개봉,장편,한국,드라마,,장현수,JANG Hyun-soo,조상구,CHO Sang-gu ,청소년관람불가,20160121.0,웅 픽쳐스,
20163321,미스터 홈즈,Mr. Holmes,103.0,2015.0,20160526,개봉,장편,미국,범죄,드라마,빌 콘돈,Bill Condon,이안 맥켈런,Ian McKellen,12세이상관람가,20125875.0,(주)프레인글로벌,Prain Global Inc. 
20165283,리틀 비트 좀비,A Little Bit Zombie,87.0,2012.0,20160610,개봉,장편,캐나다,공포(호러),,캐시 워커,Casey Walker,크리스토퍼 터너,Kristopher Turner,청소년관람불가,20123227.0,(주)나우콘텐츠,Now Contents
20145506,해어화,"LOVE, LIES",120.0,2015.0,20160413,개봉,장편,한국,사극,드라마,박흥식,PARK Heung-sik,한효주,HAN Hyo-joo,15세이상관람가,20100520.0,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd"
20164061,남편 아들의 끝없는 욕망,Jituroku Chikandensya III,64.0,2012.0,20160610,개봉,장편,일본,멜로/로맨스,드라마,사카모토 후토시,Futoshi Sakamoto,,,청소년관람불가,20114899.0,(주)영진크리에이티브,
20068576,그날의 분위기,Mood of the Day,103.0,2015.0,20160114,개봉,장편,한국,멜로/로맨스,,조규장,CHO Kyu-jang,김정희,KIM Jung-hee,15세이상관람가,20100103.0,(주)쇼박스,Showbox Corp
20162967,정글북,The Jungle Book,105.0,2015.0,20160609,개봉,장편,미국,어드벤처,드라마,존 파브로,Jon Favreau,닐 세티,Neel Sethi,12세이상관람가,20060452.0,월트디즈니컴퍼니코리아(주),The Walt Disney Company Korea
20164823,인터스텔라: 우주 전쟁,Interstellar Wars,83.0,2015.0,20160609,개봉,장편,미국,SF,액션,마를린 맥코헨,Marlene Mc'Cohen,마를린 맥코헨,Marlene Mc'Cohen,15세이상관람가,20112175.0,(주)소나무픽쳐스,Sonamu Pictures
20163981,극장판 유희왕 더 다크 사이드 오브 디멘션즈,Yu-Gi-Oh! : THE DARK SIDE OF DIMENSIONS,130.0,2016.0,20160609,개봉,장편,일본,애니메이션,,쿠와바라 사토시,Satoshi Kuwabara,엄상현,UM Sang-hyun,전체관람가,20100932.0,(주)넥스트엔터테인먼트월드(NEW),Next Entertainment World
20161789,고양이는 불러도 오지 않는다,CATS DON'T COME WHEN YOU CALL,103.0,2015.0,20160609,개봉,장편,일본,드라마,,야마모토 토루,Toru Yamamoto,카자마  슌스케,Shunsuke Kazama,전체관람가,20158370.0,(주)디스테이션,
20159627,사돈의 팔촌,Kissing Cousin,103.0,2015.0,20160512,개봉,장편,한국,멜로/로맨스,드라마,장현상,JANG Hyun-sang,장인섭,JANG In-sub,15세이상관람가,20063246.0,서울독립영화제,Seoul Independent Film Festival
20153863,그빨로,,101.0,2015.0,20160603,개봉,장편,한국,스릴러,,권만회,GWON Man-hoe,,,청소년관람불가,20154408.0,THE 픽쳐스,THE PICTURES
20164826,인공지능 남자친구,Luv Droid,80.0,2016.0,20160609,개봉,장편,일본,멜로/로맨스,,조조 히데오,Hideo Jojo,유메 카나,Kana Yume,청소년관람불가,20123221.0,골든타이드픽처스(주),Golden Tide Pictures
20164641,감출 수 없는 본능-몰카,,96.0,2016.0,20160609,개봉,장편,한국,드라마,멜로/로맨스,김병관,KIM Byeong-gwan,여현수,YEO Hyeon-soo,청소년관람불가,20138975.0,모비딕엔터테인먼트(주),
20165024,첫 경험: 느끼고싶어요,Zecchou taikan,59.0,2010.0,20160608,개봉,장편,일본,멜로/로맨스,드라마,카스가 요시노리,Yoshinori Kasuga,,,청소년관람불가,20114899.0,(주)영진크리에이티브,
20165025,심야의 야한근무,Nikutai keibiin,63.0,2010.0,20160608,개봉,장편,일본,멜로/로맨스,드라마,쿠마자와 나오토,Naoto Kumazawa,,,청소년관람불가,20114899.0,(주)영진크리에이티브,
20163045,미나미 양장점의 비밀,A Stitch of Life,105.0,2015.0,20160519,개봉,장편,일본,드라마,,미시마 유키코,Yukiko Mishima,나카타니 미키,Miki Nakatani,전체관람가,20100631.0,(주)영화사 진진,JINJIN Pictures
20158744,짐작보다 따뜻하게,Warm After All,87.0,2015.0,20160519,개봉,장편,한국,드라마,,이상민,LEE Sang-min,이선,LEE Sun,12세이상관람가,20138515.0,(주)맑은시네마,MereCinema Inc
20163018,싱 스트리트,Sing Street,105.0,2016.0,20160519,개봉,장편,미국,드라마,멜로/로맨스,존 카니,John Carney,퍼디아 월시-필로,Ferdia Walsh-Peelo,15세이상관람가,20142048.0,(주)이수C&E,
20164824,내 여자친구의 엄마,Broken Morality,68.0,2014.0,20160607,개봉,장편,일본,멜로/로맨스,,칸바라 이쿠토,Ikuto Kanbara,츠지 타카히데,Takahide Tsuji,청소년관람불가,20112175.0,(주)소나무픽쳐스,Sonamu Pictures
20151021,순정,UNFORGETTABLE,113.0,2015.0,20160224,개봉,장편,한국,드라마,,이은희,LEE Eun-hui,도경수,DOH Kyung-soo,12세이상관람가,20139617.0,(주)리틀빅픽쳐스,Little Big Pictures
20163821,완전한 사육 : 소원을 말해봐,,60.0,2016.0,20160601,개봉,장편,한국,멜로/로맨스,,박범수,,,,청소년관람불가,20063099.0,(주)케이알씨지,KRCG
20153565,유아 어글리 투,You're Ugly Too,80.0,2015.0,20160526,개봉,장편,아일랜드,드라마,가족,마크 누난,Mark NOONAN,에이단 길렌,Aidan Gillen,12세이상관람가,20142628.0,주식회사 씨네룩스,"CINE LUX Co., Ltd."
20163641,예루살렘Z: 좀비와의 전쟁,JeruZalem,94.0,2015.0,20160602,개봉,장편,이스라엘,공포(호러),,요아브 파즈,Yoav Paz,,,15세이상관람가,20139757.0,(주)엔케이컨텐츠,
20163349,인시던트,The Incident,100.0,2014.0,20160530,개봉,장편,멕시코,SF,스릴러,아이작 에즈반,Isaac Ezban,라울 멘데즈,Raul Mendez,15세이상관람가,20121836.0,(주)버킷스튜디오,BUCKET STUDIO
20149380,묻지마 사랑,Blindly In Love,117.0,2013.0,20160526,개봉,장편,일본,드라마,멜로/로맨스,이치이 마사히데,Masahide Ichii,카호,Kaho,15세이상관람가,20130162.0,(유)영화사 화수분,"Hwasuboon Film Co., Ltd"
20163215,미 비포 유,Me Before You,110.0,2016.0,20160601,개봉,장편,미국,멜로/로맨스,드라마,테아 샤록,Thea SHARROCK,에밀리아 클라크,Emilia Clarke,12세이상관람가,20100043.0,워너브러더스 코리아(주),Warner Bros. Korea
20163216,형님 아내,,74.0,2016.0,20160503,개봉,장편,한국,멜로/로맨스,,이돌,,이은미,LEE Eun-mi,청소년관람불가,20168469.0,이돌영화사,
20161782,핀치 콘티니의 정원,The Garden of the Finzi-Continis,94.0,1970.0,20160303,개봉,장편,독일,드라마,전쟁,비토리오 데 시카,Vittorio De Sica,도미니크 샌다,Dominique Sanda,15세이상관람가,20100132.0,㈜영화사 백두대간,BaekDu-DaeGan Flims Co. Ltd
20164698,헌팅 더 레전드,Hunting the Legend,95.0,2014.0,20160602,개봉,장편,미국,공포(호러),,저스틴 스틸리,Justin Steeley,크리스토퍼 코프랜드,Christopher Copeland,15세이상관람가,20100355.0,주식회사 루믹스미디어,Lumixmedia Inc.
20164442,옹박 4: 리얼 액션 마스터,Rebirth,81.0,2011.0,20160602,개봉,장편,프랑스,액션,드라마,장-마크 미네오,Jean-Marc Mineo,존 푸,Jon Foo,청소년관람불가,20112175.0,(주)소나무픽쳐스,Sonamu Pictures
20163823,아메리칸 섹스 파이,ALPHA HOUSE,88.0,2014.0,20160601,개봉,장편,미국,코미디,,제이콥 쿠니,Jacob Cooney,줄리앙 아리,Julien Ari,청소년관람불가,20063099.0,(주)케이알씨지,KRCG
20164302,레드: 위험한 유혹,,75.0,2016.0,20160602,개봉,장편,한국,드라마,,장정관,,,,청소년관람불가,20142148.0,(주)대양미디어,
20162624,물의 목소리를 듣다,The Voice of Water,130.0,2014.0,20160601,개봉,장편,일본,드라마,,야마모토 마사시,Masashi Yamamoto,현리,Hyunri,15세이상관람가,20140773.0,(주)에스와이미디어,
20163901,욕망의 하숙집,Yuki Misa no Miboujin Gesyuku,54.0,2011.0,20160519,개봉,장편,일본,멜로/로맨스,드라마,카에데,Kaede,유우키 미사,Misa Yuuki,청소년관람불가,20114899.0,(주)영진크리에이티브,
20163297,카마수트라: 뱀의 여인,Maebia,131.0,2015.0,20160601,개봉,장편,태국,드라마,,M.L. 반데바노프 데바쿤,M.L. Pundhevanop Dhewakul,카르피찰 케트마니,Karnpitchar Ketmanee,청소년관람불가,20111211.0,(주)케이티알파,kt alpha
20164682,참을 수 없는 엉덩이,Changing sexy body,60.0,2015.0,20160601,개봉,장편,일본,멜로/로맨스,,와타나베 모토츠구,Mototsugu Watanabe,마이카,Maika,청소년관람불가,20062868.0,(주)도키엔터테인먼트,
