영화명,개봉일,관객수,누적관객수,year_month
캐리비안의 해적 : 블랙펄의 저주,2003-09-05,0,0,200408
마스터 앤드 커맨더: 위대한 정복자,2003-11-28,0,45523,200408
가족,2004-09-03,0,0,200408
해리포터와 아즈카반의 죄수,2004-07-16,1476535,1476535,200407
스파이더맨 2,2004-06-30,1397762,1505955,200407
늑대의 유혹,2004-07-22,810193,810193,200407
내 남자의 로맨스,2004-07-16,716765,716765,200407
"달마야, 서울 가자",2004-07-09,702208,702208,200407
슈렉2,2004-06-18,608234,1657059,200407
투 가이즈,2004-07-09,568230,568230,200407
킹 아더,2004-07-23,533685,533685,200407
인어 공주,2004-06-30,398585,437225,200407
아는 여자,2004-06-25,386695,583506,200407
그놈은 멋있었다,2004-07-22,294363,294363,200407
착신아리,2004-07-09,235077,235077,200407
"아이, 로봇",2004-07-30,226490,226490,200407
투모로우,2004-06-03,224653,1829695,200407
반 헬싱,2004-07-30,193326,193326,200407
누구나 비밀은 있다,2004-07-30,154209,154209,200407
화씨 911,2004-07-22,136037,136037,200407
령,2004-06-17,103141,558807,200407
인형사,2004-07-30,64477,64477,200407
나두야 간다,2004-06-25,64010,193554,200407
트로이,2004-05-21,49881,2000788,200407
돌려차기,2004-07-23,40679,40679,200407
블러디 선데이,2004-06-18,13445,53460,200407
무간도3 - 종극무간,2004-07-02,12805,54307,200407
대단한 유혹,2004-06-25,8478,21587,200407
"[통합]회고전, 기획전 등",,6376,29701,200407
내 여자친구를 소개합니다,2004-06-03,5887,1298666,200407
천년여우,2004-07-09,5110,5110,200407
몬스터,2004-06-18,4882,58659,200407
[통합]영화패키지상영,,4713,9044,200407
내 남자 친구는 왕자님,2004-06-18,2152,52225,200407
[통합]단편영화,,1037,2202,200407
신부수업,2004-08-05,628,628,200407
패션 오브 크라이스트,2004-04-02,584,841006,200407
리딕 - 헬리온 최후의 빛,2004-08-13,110,110,200407
여자는 남자의 미래다,2004-05-05,93,116639,200407
미스터 & 미세스 스미스,2005-06-16,1857006,1857006,200506
연애의 목적,2005-06-10,1356188,1356188,200506
간 큰 가족,2005-06-09,1171721,1173501,200506
스타워즈 에피소드3 - 시스의복수,2005-05-26,844794,1458526,200506
"안녕, 형아",2005-05-27,609841,922433,200506
배트맨 비긴즈,2005-06-24,456252,456252,200506
연애술사,2005-05-20,400546,1012894,200506
그루지,2005-05-26,297920,552790,200506
사하라,2005-06-24,270681,270681,200506
pm 11:14,2005-06-02,228848,228848,200506
텍사스 전기톱 연쇄살인사건,2005-06-16,199322,199322,200506
링2(2005),2005-06-03,182791,183289,200506
남극일기,2005-05-19,103241,871235,200506
혈의 누,2005-05-04,61975,1926577,200506
패시파이어,2005-06-03,61132,61132,200506
분홍신,2005-06-30,58844,58844,200506
태풍태양,2005-06-02,46506,47776,200506
2005 [통합]패키지영화,,29209,39573,200506
댄서의 순정,2005-04-28,27233,1856759,200506
씬 시티,2005-06-30,26370,26370,200506
"우리, 사랑일까요?",2005-05-20,23734,146628,200506
하우스 오브 왁스,2005-05-20,22532,227785,200506
극장전,2005-05-26,20178,38896,200506
킹덤 오브 헤븐,2005-05-04,19715,1235692,200506
셔터,2005-06-30,16204,16204,200506
녹색의자,2005-06-09,10937,10937,200506
아미티빌 호러,2005-07-01,6964,6964,200506
2005 [통합]영화제/기획전/회고전 등,,6645,25112,200506
스왈로우테일 버터플라이,2005-06-23,5905,5905,200506
권태,2005-06-17,5241,5241,200506
2005년 미장센 단편영화제,2005-06-23,4949,4949,200506
릴리 슈슈의 모든 것,2005-06-23,3609,3609,200506
에로스,2005-06-30,2674,2674,200506
그리스 로마신화 - 올림포스 가디언 - 기간테스 대역습,2005-07-28,1468,1468,200506
폼포코 너구리 대작전,2005-04-28,1068,22129,200506
제5회프랑스영화제 15편(2005.5.25_6.12),2005-05-26,937,3617,200506
마더,2005-06-24,869,869,200506
불안,2005-06-10,746,746,200506
추방된 사람들,2005-05-20,715,3336,200506
코치 카터,2005-05-13,522,65123,200506
인터프리터,2005-04-22,512,269511,200506
헤드윅,2002-08-09,394,394,200506
착신아리2,2005-04-29,362,292882,200506
세컨핸드 라이온스,2005-05-19,200,21523,200506
유희왕,2010-01-28,135,126403,200506
5월의 구름,2005-04-28,133,661,200506
우주전쟁,2005-07-07,96,96,200506
달콤한 인생,2005-04-01,84,1112277,200506
아무도 모른다,2005-04-01,67,32929,200506
미안해,2005-05-05,51,1423,200506
건크레이지,,48,48,200506
당시,2005-05-20,43,263,200506
에쥬케이터,2005-05-06,35,2150,200506
트리플 X2 : 넥스트 레벨,2005-04-29,28,465276,200506
킨제이 보고서,2005-05-13,27,43301,200506
"여자, 정혜",2005-03-10,27,41548,200506
마다가스카,2005-07-14,22,22,200506
볼링 포 콜럼바인,2003-04-24,16,16,200506
모두 하고 있습니까?,2004-08-06,11,2557,200506
룩 앳 미,2004-12-23,10,18547,200506
정사,2003-10-31,9,9,200506
텐 미니츠 - 첼로,2005-01-28,8,2754,200506
알게 될거야,2004-02-13,7,587,200506
소녀 검객 아즈미 대혈전,2004-06-25,6,544,200506
69 식스티 나인,2005-03-25,5,14150,200506
클린,2004-11-26,4,6528,200506
판타스틱 소녀백서,2002-06-21,3,3,200506
맥덜,2004-09-03,2,2916,200506
어바웃 러브,2005-04-21,2,318355,200506
주먹이 운다(Crying Fist),2005-04-01,2,1462972,200506
여자는 남자의 미래다,2004-05-05,1,116647,200506
미스 에이전트2 : 라스베가스 잠입사건,2005-04-01,0,139358,200506
몽정기2,2005-01-14,0,813164,200506
드랙퀸 가무단,2005-07-08,0,0,200506
"조제, 호랑이 그리고 물고기들",2004-10-29,0,43825,200506
아나콘다2 : 사라지지 않는 저주,2005-04-15,0,90368,200506
어썰트 13,2005-07-07,0,0,200506
베니티 페어,2005-01-21,0,24753,200506
지구를 지켜라,2003-04-04,0,0,200506
마파도,2005-03-10,0,2636857,200506
밀리언 달러 베이비,2005-03-10,0,724571,200506
말아톤,2005-01-27,0,4196840,200506
파송송 계란탁,2005-02-18,0,1003026,200506
잠복근무,2005-03-17,0,1532892,200506
그때 그 사람들,2005-02-03,0,890601,200506
혈의 누,2005-05-04,1864602,1864602,200505
댄서의 순정,2005-04-28,1513277,1829526,200505
킹덤 오브 헤븐,2005-05-04,1215977,1215977,200505
남극일기,2005-05-19,767994,767994,200505
스타워즈 에피소드3 - 시스의복수,2005-05-26,613732,613732,200505
연애술사,2005-05-20,612348,612348,200505
트리플 X2 : 넥스트 레벨,2005-04-29,353226,465248,200505
"안녕, 형아",2005-05-27,312592,312592,200505
그루지,2005-05-26,254870,254870,200505
착신아리2,2005-04-29,230447,292520,200505
하우스 오브 왁스,2005-05-20,205253,205253,200505
밀리언즈,2005-05-04,178569,178569,200505
"우리, 사랑일까요?",2005-05-20,122894,122894,200505
어바웃 러브,2005-04-21,69789,318353,200505
인터프리터,2005-04-22,64910,268999,200505
코치 카터,2005-05-13,64601,64601,200505
킨제이 보고서,2005-05-13,43274,43274,200505
주먹이 운다(Crying Fist),2005-04-01,39414,1462970,200505
역전의 명수,2005-04-15,39134,510290,200505
마파도,2005-03-10,29631,2636857,200505
세컨핸드 라이온스,2005-05-19,21323,21323,200505
극장전,2005-05-26,18718,18718,200505
폼포코 너구리 대작전,2005-04-28,17772,21061,200505
달콤한 인생,2005-04-01,14432,1112193,200505
유희왕,2010-01-28,12419,126268,200505
거북이도 난다,2005-04-22,5831,13124,200505
아나콘다2 : 사라지지 않는 저주,2005-04-15,4784,90368,200505
2005 [통합]영화제/기획전/회고전 등,,4676,18467,200505
서울애니마떼끄 최강애니전,,4226,4226,200505
미트 페어런츠2,2005-04-15,3642,235418,200505
아무도 모른다,2005-04-01,2960,32862,200505
잠복근무,2005-03-17,2681,1532892,200505
제5회프랑스영화제 15편(2005.5.25_6.12),2005-05-26,2680,2680,200505
엄마,2005-04-07,2623,161780,200505
추방된 사람들,2005-05-20,2621,2621,200505
에쥬케이터,2005-05-06,2115,2115,200505
간 큰 가족,2005-06-09,1780,1780,200505
모래와 안개의 집,2005-04-29,1765,3404,200505
2005 [통합]패키지영화,,1686,10364,200505
활,2005-05-12,1382,1382,200505
미안해,2005-05-05,1372,1372,200505
태풍태양,2005-06-02,1270,1270,200505
날으는 돼지 - 해적 마테오,2004-07-24,1029,6495,200505
인투 더 썬,2005-05-20,1013,1013,200505
미스 에이전트2 : 라스베가스 잠입사건,2005-04-01,704,139358,200505
카트 레이서,2005-04-29,657,1035,200505
말아톤,2005-01-27,564,4196840,200505
링2(2005),2005-06-03,498,498,200505
"여자, 정혜",2005-03-10,450,41521,200505
센과 치히로의 행방불명,2002-06-27,410,410,200505
5월의 구름,2005-04-28,390,528,200505
프락치,2005-05-20,372,372,200505
고양이의 보은,2003-08-08,360,360,200505
망치,2004-08-06,339,36200,200505
투엘디케이,2005-05-13,330,330,200505
밀리언 달러 베이비,2005-03-10,267,724571,200505
Mr.히치: 당신을 위한 데이트 코치,2005-03-11,247,607754,200505
당시,2005-05-20,220,220,200505
포켓몬스터 2 - 루기아의 탄생,2001-08-11,213,213,200505
몽상가들,2005-03-25,183,26944,200505
가능한 변화들,2005-03-18,116,2011,200505
호스티지,2005-03-18,99,379707,200505
"[통합]회고전, 기획전 등",,89,103443,200505
맥덜,2004-09-03,87,2914,200505
역전에 산다,2003-06-13,85,85,200505
취한 말들을 위한 시간,2004-07-30,75,917,200505
69 식스티 나인,2005-03-25,73,14145,200505
아라가미,2005-05-13,69,69,200505
피와 뼈,2005-02-25,69,9724,200505
블랙아웃,2005-04-07,59,123686,200505
스파이더,2005-03-11,54,1050,200505
그때 그 사람들,2005-02-03,45,890601,200505
소녀 검객 아즈미 대혈전 2,2005-04-29,40,93,200505
화이트 노이즈,2005-04-08,25,41318,200505
레이,2005-02-25,24,213837,200505
마더 데레사,2005-01-21,19,58625,200505
코러스,2005-03-03,17,98120,200505
실비아,2005-04-15,11,4372,200505
인게이지먼트,2005-03-11,9,31185,200505
"지금, 만나러 갑니다",2005-03-25,6,165601,200505
녹색의자,2005-06-09,0,0,200505
"링2(1999년, 일본판)",2000-07-29,0,0,200505
pm 11:14,2005-06-02,0,0,200505
연애의 목적,2005-06-10,0,0,200505
아는 여자,2004-06-25,0,736319,200505
패시파이어,2005-06-03,0,0,200505
"조제, 호랑이 그리고 물고기들",2004-10-29,0,43825,200505
여우령,2001-03-03,0,0,200505
검은 물밑에서,2003-02-21,0,0,200505
주먹이 운다(Crying Fist),2005-04-01,1372397,1423556,200504
달콤한 인생,2005-04-01,1059443,1097761,200504
마파도,2005-03-10,882553,2607226,200504
역전의 명수,2005-04-15,471156,471156,200504
잠복근무,2005-03-17,459430,1530211,200504
댄서의 순정,2005-04-28,316249,316249,200504
어바웃 러브,2005-04-21,248564,248564,200504
미트 페어런츠2,2005-04-15,231776,231776,200504
인터프리터,2005-04-22,204089,204089,200504
엄마,2005-04-07,159157,159157,200504
미스 에이전트2 : 라스베가스 잠입사건,2005-04-01,131522,138654,200504
블랙아웃,2005-04-07,123627,123627,200504
유희왕,2010-01-28,113060,113849,200504
트리플 X2 : 넥스트 레벨,2005-04-29,112022,112022,200504
아나콘다2 : 사라지지 않는 저주,2005-04-15,85584,85584,200504
밀리언 달러 베이비,2005-03-10,81315,724304,200504
착신아리2,2005-04-29,62073,62073,200504
"지금, 만나러 갑니다",2005-03-25,54284,165595,200504
Mr.히치: 당신을 위한 데이트 코치,2005-03-11,51813,607507,200504
화이트 노이즈,2005-04-08,41293,41293,200504
호스티지,2005-03-18,38059,379608,200504
말아톤,2005-01-27,31178,4196276,200504
아무도 모른다,2005-04-01,29238,29902,200504
쿨,2005-04-08,21171,21171,200504
윔블던,2005-03-25,19750,96108,200504
2005 [통합]영화제/기획전/회고전 등,,7628,13791,200504
거북이도 난다,2005-04-22,7293,7293,200504
몽상가들,2005-03-25,6719,26761,200504
실비아,2005-04-15,4361,4361,200504
69 식스티 나인,2005-03-25,3763,14072,200504
폼포코 너구리 대작전,2005-04-28,3289,3289,200504
래더 49,2005-03-25,2906,38432,200504
"여자, 정혜",2005-03-10,2651,41071,200504
마더 데레사,2005-01-21,2193,58606,200504
모래와 안개의 집,2005-04-29,1639,1639,200504
2005 [통합]패키지영화,,1635,8678,200504
나는 나를 파괴할 권리가 있다,2005-04-15,1201,1201,200504
클로저,2005-02-03,960,220185,200504
레이,2005-02-25,876,213813,200504
그때 그 사람들,2005-02-03,602,890556,200504
숨바꼭질,2005-02-25,538,688853,200504
우작,2004-11-05,525,945,200504
코러스,2005-03-03,441,98103,200504
카트 레이서,2005-04-29,378,378,200504
엘리시움,2003-08-15,301,987,200504
가능한 변화들,2005-03-18,190,1895,200504
취한 말들을 위한 시간,2004-07-30,186,842,200504
쏘우,2005-03-10,182,240745,200504
5월의 구름,2005-04-28,138,138,200504
파송송 계란탁,2005-02-18,91,1003026,200504
스팽글리쉬,2005-04-22,67,67,200504
소녀 검객 아즈미 대혈전 2,2005-04-29,53,53,200504
인게이지먼트,2005-03-11,39,31176,200504
걸스 온 탑2,2005-03-31,15,15,200504
망치,2004-08-06,6,35861,200504
맥덜,2004-09-03,3,2827,200504
쿼바디스 도미네,2004-12-10,3,1885,200504
바이브레이터,2005-03-04,3,1412,200504
트리플 엑스,2002-10-01,2,2,200504
미안해,2005-05-05,0,0,200504
밀리언즈,2005-05-04,0,0,200504
코치 카터,2005-05-13,0,0,200504
B형 남자친구,2005-02-03,0,1174581,200504
공공의 적 2,2005-01-27,0,3134421,200504
에비에이터,2005-02-18,0,616072,200504
레모니 스니켓의 위험한 대결,2005-01-28,0,763829,200504
마파도,2005-03-10,1724673,1724673,200503
잠복근무,2005-03-17,1070781,1070781,200503
말아톤,2005-01-27,700241,4165098,200503
밀리언 달러 베이비,2005-03-10,642844,642989,200503
Mr.히치: 당신을 위한 데이트 코치,2005-03-11,555694,555694,200503
숨바꼭질,2005-02-25,414234,688315,200503
호스티지,2005-03-18,341549,341549,200503
파송송 계란탁,2005-02-18,284068,1002935,200503
쏘우,2005-03-10,240251,240563,200503
콘스탄틴,2005-02-08,202386,1736163,200503
에비에이터,2005-02-18,171990,616072,200503
레이,2005-02-25,148250,212937,200503
공공의 적 2,2005-01-27,143845,3134421,200503
"지금, 만나러 갑니다",2005-03-25,111311,111311,200503
네버랜드를 찾아서,2005-02-25,107870,200339,200503
코러스,2005-03-03,96967,97662,200503
윔블던,2005-03-25,76358,76358,200503
주먹이 운다(Crying Fist),2005-04-01,51159,51159,200503
나인 야드 2,2005-02-24,45217,103526,200503
"여자, 정혜",2005-03-10,38420,38420,200503
